Litter_ID,Case_ID,Strain,Litter_ID_better,DOB,Sex,Age_days,Body_Weight_g,Number_Calls_3min,Duration_Calls_Mean_sec,Duration_Calls_Mean_msec,Frequency_Call_Day_Mean_Hz,Frequency_Call_Day_Mean_Khz,Peak_Amplitude_Calls_dB
1,D2.1,DBA/2J,DBA/2J_1,20/08/2012,F,7,4.3,245,0.0548,54.8,64755,64.75,-13.33
1,D2.2,DBA/2J,DBA/2J_1,20/08/2012,F,7,3.6,5,0.0231,23.1,62820,62.82,-26.48
1,D2.3,DBA/2J,DBA/2J_1,20/08/2012,M,7,3.4,1,0.0271,27.1,61000,61,-27.15
2,D2.4,DBA/2J,DBA/2J_2,21/08/2012,M,7,5.9,335,0.0292,29.2,66815,66.81,-18.37
2,D2.5,DBA/2J,DBA/2J_2,21/08/2012,F,7,5.6,21,0.0426,42.6,62948,62.95,-21.1
2,D2.6,DBA/2J,DBA/2J_2,21/08/2012,F,7,5.4,235,0.0329,32.9,67723,67.72,-17.09
2,D2.7,DBA/2J,DBA/2J_2,21/08/2012,M,7,5.6,320,0.0336,33.6,67721,67.72,-15.77
3,D2.8,DBA/2J,DBA/2J_3,06/09/2012,F,7,4.4,66,0.0412,41.2,67855,67.85,-15.95
3,D2.9,DBA/2J,DBA/2J_3,06/09/2012,M,7,4.6,71,0.0458,45.8,65158,65.16,-18.62
3,D2.10,DBA/2J,DBA/2J_3,06/09/2012,M,7,4.6,117,0.0475,47.5,66836,66.84,-12.3
4,D2.11,DBA/2J,DBA/2J_4,06/09/2012,F,7,3,32,0.0441,44.1,65588,65.59,-18.68
4,D2.12,DBA/2J,DBA/2J_4,06/09/2012,F,7,2.8,278,0.0342,34.2,69653,69.65,-21.36
4,D2.13,DBA/2J,DBA/2J_4,06/09/2012,M,7,2.7,198,0.0488,48.8,66649,66.65,-11.97
4,D2.14,DBA/2J,DBA/2J_4,06/09/2012,M,7,2.5,23,0.0326,32.6,66126,66.13,-26.81
4,D2.15,DBA/2J,DBA/2J_4,06/09/2012,F,7,3.1,256,0.0317,31.7,68447,68.45,-20.91
5,D2.16,DBA/2J,DBA/2J_5,14/09/2012,M,7,4.6,77,0.0374,37.4,65836,65.84,-11.7
5,D2.17,DBA/2J,DBA/2J_5,14/09/2012,M,7,4.4,54,0.0244,24.4,66907,66.91,-14.56
5,D2.18,DBA/2J,DBA/2J_5,14/09/2012,F,7,4.1,114,0.0367,36.7,64359,64.36,-13.58
5,D2.19,DBA/2J,DBA/2J_5,14/09/2012,M,7,4.2,83,0.0363,36.3,66106,66.11,-19.73
5,D2.20,DBA/2J,DBA/2J_5,14/09/2012,F,7,3.6,5,0.0497,49.7,67340,67.34,-15.83
6,D2.21,DBA/2J,DBA/2J_6,20/03/2013,M,7,4.1,339,0.0122,12.2,65133,65.13,-55.73
6,D2.22,DBA/2J,DBA/2J_6,20/03/2013,F,7,3.1,229,0.0145,14.5,21234,21.23,-46.59
6,D2.23,DBA/2J,DBA/2J_6,20/03/2013,F,7,3.9,443,0.0414,41.44,62409,62.41,-25.62
6,D2.24,DBA/2J,DBA/2J_6,20/03/2013,M,7,4.2,79,0.0251,25.09,60376,60.38,-44.25
1,B6.1,C57BL/6J,C57BL/6J_1,11/09/2012,M,7,3.9,78,0.0156,15.6,70071,70.07,-27.75
1,B6.2,C57BL/6J,C57BL/6J_1,11/09/2012,F,7,4.4,30,0.0087,8.69,64397,64.4,-27.22
1,B6.3,C57BL/6J,C57BL/6J_1,11/09/2012,M,7,4,226,0.0201,20.1,76375,76.38,-25.97
1,B6.4,C57BL/6J,C57BL/6J_1,11/09/2012,F,7,4.2,4,0.0136,13.6,82600,82.6,-27.79
1,B6.5,C57BL/6J,C57BL/6J_1,11/09/2012,F,7,4.4,68,0.0179,17.9,74430,74.43,-28.2
2,B6.6,C57BL/6J,C57BL/6J_2,11/09/2012,F,7,4.2,92,0.0127,12.7,62316,62.32,-25.62
2,B6.7,C57BL/6J,C57BL/6J_2,11/09/2012,F,7,3.7,156,0.0168,16.8,80766,80.77,-27.76
2,B6.8,C57BL/6J,C57BL/6J_2,11/09/2012,M,7,4,418,0.0169,16.9,85429,85.43,-30.29
2,B6.9,C57BL/6J,C57BL/6J_2,11/09/2012,M,7,4.3,2,0.0263,26.3,78600,78.6,-17.15
2,B6.10,C57BL/6J,C57BL/6J_2,11/09/2012,M,7,3,44,0.0132,13.2,69918,69.92,-30.46
3,B6.11,C57BL/6J,C57BL/6J_3,13/09/2012,M,7,4.1,14,0.0191,19.1,63836,63.84,-26.43
3,B6.12,C57BL/6J,C57BL/6J_3,13/09/2012,F,7,4.8,162,0.0248,24.8,68754,68.75,-22.2
3,B6.13,C57BL/6J,C57BL/6J_3,13/09/2012,F,7,3.1,95,0.0183,18.3,79319,79.32,-27.75
3,B6.14,C57BL/6J,C57BL/6J_3,13/09/2012,F,7,4.6,64,0.0103,10.3,70411,70.41,-25.84
3,B6.15,C57BL/6J,C57BL/6J_3,13/09/2012,M,7,2.1,10,0.018,18,62800,62.8,-25.13
4,B6.16,C57BL/6J,C57BL/6J_4,16/09/2012,F,7,4.9,87,0.0156,15.6,64179,64.18,-41.34
4,B6.17,C57BL/6J,C57BL/6J_4,16/09/2012,F,7,5.4,104,0.0174,17.4,71996,72,-41.34
4,B6.18,C57BL/6J,C57BL/6J_4,16/09/2012,M,7,5.3,198,0.0129,12.9,82529,82.53,-46.14
4,B6.19,C57BL/6J,C57BL/6J_4,16/09/2012,M,7,4.2,60,0.0111,11.1,65067,65.07,-44.46
4,B6.20,C57BL/6J,C57BL/6J_4,16/09/2012,F,7,4.4,187,0.0175,17.5,68316,68.32,-41.46
4,B6.21,C57BL/6J,C57BL/6J_4,16/09/2012,M,7,4.3,87,0.0107,10.7,73085,73.09,-42.52
4,B6.22,C57BL/6J,C57BL/6J_4,16/09/2012,M,7,4.5,119,0.0148,14.8,76631,76.63,-41.29
5,B6.23,C57BL/6J,C57BL/6J_5,05/02/2013,F,7,5.1,60,0.0187,18.7,67755,67.76,-48.11
5,B6.24,C57BL/6J,C57BL/6J_5,05/02/2013,F,7,4.3,22,0.0222,22.2,69468,69.47,-46.19
5,B6.25,C57BL/6J,C57BL/6J_5,05/02/2013,F,7,4.7,32,0.0124,12.4,86269,86.27,-53.66
5,B6.26,C57BL/6J,C57BL/6J_5,05/02/2013,F,7,4.8,14,0.019,19,79771,79.77,-49.62
6,B6.27,C57BL/6J,C57BL/6J_6,20/03/2013,F,7,4.2,570,0.0146,14.57,69459,69.46,-36.16
6,B6.28,C57BL/6J,C57BL/6J_6,20/03/2013,M,7,4.1,277,0.0141,14.13,73029,73.03,-40.51
6,B6.29,C57BL/6J,C57BL/6J_6,20/03/2013,F,7,4,504,0.0233,23.3,83009,83.01,-34.29
1,B6D2.1,B6D2F1,B6D2F1_1,29/10/2012,F,7,4.2,390,0.0311,31.1,66509,66.51,-39.06
1,B6D2.2,B6D2F1,B6D2F1_1,29/10/2012,F,7,4,178,0.0336,33.6,64729,64.73,-29.38
1,B6D2.3,B6D2F1,B6D2F1_1,29/10/2012,M,7,4.2,116,0.0274,27.4,69977,69.98,-36.05
1,B6D2.4,B6D2F1,B6D2F1_1,29/10/2012,F,7,4.2,25,0.0201,20.1,62452,62.45,-40.74
1,B6D2.5,B6D2F1,B6D2F1_1,29/10/2012,F,7,4.2,189,0.0298,29.8,67185,67.18,-34.88
1,B6D2.6,B6D2F1,B6D2F1_1,29/10/2012,F,7,4,78,0.0291,29.1,69658,69.66,-34.92
1,B6D2.7,B6D2F1,B6D2F1_1,29/10/2012,M,7,4,27,0.0287,28.7,64437,64.44,-34.08
3,B6D2.15,B6D2F1,B6D2F1_3,21/01/2013,M,7,3.9,359,0.0325,32.5,68596,68.6,-44.11
3,B6D2.16,B6D2F1,B6D2F1_3,21/01/2013,F,7,3.9,330,0.0395,39.5,69642,69.64,-40.29
3,B6D2.17,B6D2F1,B6D2F1_3,21/01/2013,F,7,4.4,52,0.0195,19.5,69458,69.46,-54.53
3,B6D2.18,B6D2F1,B6D2F1_3,21/01/2013,M,7,4,98,0.0128,12.8,60394,60.39,-67.94
4,B6D2.19,B6D2F1,B6D2F1_4,06/02/2013,M,7,3.7,106,0.0384,38.4,64909,64.91,-44.73
4,B6D2.20,B6D2F1,B6D2F1_4,06/02/2013,F,7,2.9,187,0.0267,26.7,65611,65.61,-50.65
4,B6D2.21,B6D2F1,B6D2F1_4,06/02/2013,M,7,3.6,174,0.0288,28.8,63629,63.63,-55.37
4,B6D2.22,B6D2F1,B6D2F1_4,06/02/2013,F,7,3.7,110,0.0313,31.3,63481,63.48,-51.72
5,B6D2.23,B6D2F1,B6D2F1_5,13/02/2013,F,7,3.5,55,0.037,37,66655,66.65,-43.1
5,B6D2.24,B6D2F1,B6D2F1_5,13/02/2013,F,7,3.7,289,0.0359,35.9,67329,67.33,-40.93
5,B6D2.25,B6D2F1,B6D2F1_5,13/02/2013,M,7,3.7,100,0.035,35,68435,68.44,-45.09
5,B6D2.26,B6D2F1,B6D2F1_5,13/02/2013,M,7,3.1,93,0.032,32,66268,66.27,-44.23
6,B6D2.27,B6D2F1,B6D2F1_6,12/04/2013,M,7,4.2,406,0.0301,30.08,67360,67.36,-27.08
6,B6D2.28,B6D2F1,B6D2F1_6,12/04/2013,F,7,4,260,0.0304,30.39,62658,62.66,-26.23
6,B6D2.29,B6D2F1,B6D2F1_6,12/04/2013,F,7,4,348,0.0388,38.75,66708,66.71,-19.97
6,B6D2.30,B6D2F1,B6D2F1_6,12/04/2013,M,7,4,143,0.0124,12.38,49773,49.77,-45.34
2,D2B6.5,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.4,394,0.0337,33.7,66407,66.41,-43.68
2,D2B6.6,D2B6F1,D2B6F1_2,27/01/2013,F,7,4.4,403,0.0349,34.9,66955,66.95,-37.97
2,D2B6.7,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.8,39,0.0179,17.9,63438,63.44,-55.29
2,D2B6.8,D2B6F1,D2B6F1_2,27/01/2013,F,7,4.4,187,0.037,37,68626,68.63,-32.94
2,D2B6.9,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.5,157,0.0194,19.4,65943,65.94,-58.17
2,D2B6.10,D2B6F1,D2B6F1_2,27/01/2013,F,7,4,119,0.0328,32.8,67309,67.31,-45.7
2,D2B6.11,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.9,70,0.0221,22.1,65216,65.22,-57.17
2,D2B6.12,D2B6F1,D2B6F1_2,27/01/2013,F,7,4.3,14,0.0117,11.7,66643,66.64,-65.28
3,D2B6.13,D2B6F1,D2B6F1_3,13/02/2013,F,7,5.4,515,0.033,33,64524,64.52,-44.03
3,D2B6.14,D2B6F1,D2B6F1_3,13/02/2013,F,7,5.3,333,0.031,31,65856,65.86,-45.87
3,D2B6.15,D2B6F1,D2B6F1_3,13/02/2013,M,7,5.6,374,0.0344,34.4,60585,60.59,-48.4
3,D2B6.16,D2B6F1,D2B6F1_3,13/02/2013,F,7,5.6,192,0.0148,14.8,61492,61.49,-65.65
4,D2B6.17,D2B6F1,D2B6F1_4,17/03/2013,M,7,5.9,300,0.0392,39.2,68837,68.84,-26.3
4,D2B6.18,D2B6F1,D2B6F1_4,17/03/2013,F,7,5.7,366,0.0392,39.2,64499,64.5,-18.72
4,D2B6.19,D2B6F1,D2B6F1_4,17/03/2013,M,7,6.1,268,0.0406,40.6,68081,68.08,-27.14
4,D2B6.20,D2B6F1,D2B6F1_4,17/03/2013,F,7,6,561,0.0404,40.4,63805,63.81,-26.42
5,D2B6.21,D2B6F1,D2B6F1_5,22/03/2013,F,7,4.2,51,0.0311,31.1,57933,57.93,-34.18
5,D2B6.22,D2B6F1,D2B6F1_5,22/03/2013,F,7,4.3,95,0.0405,40.5,67709,67.71,-20.09
5,D2B6.23,D2B6F1,D2B6F1_5,22/03/2013,M,7,4.8,109,0.048,48,71613,71.61,-21.79
5,D2B6.24,D2B6F1,D2B6F1_5,22/03/2013,M,7,4.8,128,0.0472,47.2,67363,67.36,-26.27
5,D2B6.25,D2B6F1,D2B6F1_5,22/03/2013,M,7,4,165,0.0149,14.9,74979,74.98,-40.57
5,D2B6.26,D2B6F1,D2B6F1_5,22/03/2013,F,7,4.5,218,0.0172,17.2,80593,80.59,-42.62
6,D2B6.27,D2B6F1,D2B6F1_6,08/04/2013,M,7,5.1,317,0.03,29.96,49412,49.41,-32.61
6,D2B6.28,D2B6F1,D2B6F1_6,08/04/2013,F,7,4.6,233,0.0194,19.38,34370,34.37,-42.37
6,D2B6.29,D2B6F1,D2B6F1_6,08/04/2013,F,7,4.8,281,0.0275,27.5,53788,53.79,-34.67
6,D2B6.30,D2B6F1,D2B6F1_6,08/04/2013,M,7,5.1,270,0.0226,22.56,59916,59.92,-41.18
1,D2.1,DBA/2J,DBA/2J_1,20/08/2012,F,8,4.7,188,0.0461,46.1,65044,65.04,-15.95
1,D2.2,DBA/2J,DBA/2J_1,20/08/2012,F,8,4.1,289,0.0447,44.7,67696,67.7,-12.99
1,D2.3,DBA/2J,DBA/2J_1,20/08/2012,M,8,4.1,11,0.0225,22.5,66009,66.01,-30.98
2,D2.4,DBA/2J,DBA/2J_2,21/08/2012,M,8,3.8,58,0.0409,40.9,65495,65.49,-18.71
2,D2.5,DBA/2J,DBA/2J_2,21/08/2012,F,8,6.1,260,0.0315,31.5,64394,64.39,-19.71
2,D2.6,DBA/2J,DBA/2J_2,21/08/2012,F,8,6,338,0.0297,29.7,60656,60.66,-23.49
2,D2.7,DBA/2J,DBA/2J_2,21/08/2012,M,8,5.8,47,0.0373,37.3,63479,63.48,-15.7
3,D2.8,DBA/2J,DBA/2J_3,06/09/2012,F,8,6,7,0.0071,7.05,37600,37.6,-33.11
3,D2.9,DBA/2J,DBA/2J_3,06/09/2012,M,8,4.8,110,0.0282,28.2,61093,61.09,-24.23
3,D2.10,DBA/2J,DBA/2J_3,06/09/2012,M,8,5.2,25,0.0281,28.1,60828,60.83,-27.02
4,D2.11,DBA/2J,DBA/2J_4,06/09/2012,F,8,5.3,68,0.0281,28.1,69921,69.92,-16.48
4,D2.12,DBA/2J,DBA/2J_4,06/09/2012,F,8,3.2,348,0.0336,33.6,66006,66.01,-19.3
4,D2.13,DBA/2J,DBA/2J_4,06/09/2012,M,8,3,171,0.0392,39.2,71108,71.11,-17.7
4,D2.14,DBA/2J,DBA/2J_4,06/09/2012,M,8,3,488,0.0384,38.4,66315,66.32,-21.54
4,D2.15,DBA/2J,DBA/2J_4,06/09/2012,F,8,2.8,373,0.0352,35.2,63226,63.23,-21.86
5,D2.16,DBA/2J,DBA/2J_5,14/09/2012,M,8,3.1,82,0.0381,38.1,63702,63.7,-20.33
5,D2.17,DBA/2J,DBA/2J_5,14/09/2012,M,8,5,121,0.0331,33.1,62537,62.54,-17.36
5,D2.18,DBA/2J,DBA/2J_5,14/09/2012,F,8,4.9,139,0.0394,39.4,67023,67.02,-14.1
5,D2.19,DBA/2J,DBA/2J_5,14/09/2012,M,8,4.5,181,0.0374,37.4,65503,65.5,-15.96
5,D2.20,DBA/2J,DBA/2J_5,14/09/2012,F,8,4.6,112,0.0384,38.4,62265,62.27,-19.28
6,D2.21,DBA/2J,DBA/2J_6,20/03/2013,M,8,4.6,385,0.0307,30.74,53849,53.85,-38.71
6,D2.22,DBA/2J,DBA/2J_6,20/03/2013,F,8,3.6,236,0.0359,35.87,59607,59.61,-30.86
6,D2.23,DBA/2J,DBA/2J_6,20/03/2013,F,8,4.5,159,0.027,27.03,44440,44.44,-38.82
6,D2.24,DBA/2J,DBA/2J_6,20/03/2013,M,8,4.4,316,0.0335,33.48,45443,45.44,-37.83
1,B6.1,C57BL/6J,C57BL/6J_1,11/09/2012,M,8,4.5,35,0.0323,32.3,70540,70.54,-20.25
1,B6.2,C57BL/6J,C57BL/6J_1,11/09/2012,F,8,5,23,0.0085,8.47,69930,69.93,-32.25
1,B6.3,C57BL/6J,C57BL/6J_1,11/09/2012,M,8,4.7,152,0.0177,17.7,67851,67.85,-26.97
1,B6.4,C57BL/6J,C57BL/6J_1,11/09/2012,F,8,4.8,63,0.0172,17.2,68494,68.49,-23.78
1,B6.5,C57BL/6J,C57BL/6J_1,11/09/2012,F,8,4.9,82,0.0188,18.8,68270,68.27,-27.51
2,B6.6,C57BL/6J,C57BL/6J_2,11/09/2012,F,8,4.7,92,0.0141,14.1,62874,62.87,-22.97
2,B6.7,C57BL/6J,C57BL/6J_2,11/09/2012,F,8,4.1,292,0.0207,20.7,79531,79.53,-25.14
2,B6.8,C57BL/6J,C57BL/6J_2,11/09/2012,M,8,4.5,29,0.0119,11.9,71272,71.27,-31.24
2,B6.9,C57BL/6J,C57BL/6J_2,11/09/2012,M,8,4.7,141,0.0137,13.7,62628,62.63,-25.26
2,B6.10,C57BL/6J,C57BL/6J_2,11/09/2012,M,8,3.1,127,0.0169,16.9,67660,67.66,-17.44
3,B6.11,C57BL/6J,C57BL/6J_3,13/09/2012,M,8,4.6,107,0.0172,17.2,70848,70.85,-25.18
3,B6.12,C57BL/6J,C57BL/6J_3,13/09/2012,F,8,5.2,87,0.0208,20.8,69054,69.05,-23.1
3,B6.13,C57BL/6J,C57BL/6J_3,13/09/2012,F,8,3.4,184,0.0167,16.7,78392,78.39,-24.76
3,B6.14,C57BL/6J,C57BL/6J_3,13/09/2012,F,8,5,88,0.0162,16.2,69490,69.49,-22.17
3,B6.15,C57BL/6J,C57BL/6J_3,13/09/2012,M,8,2.4,60,0.011,11,56770,56.77,-23.97
4,B6.16,C57BL/6J,C57BL/6J_4,16/09/2012,F,8,5.2,191,0.0116,11.6,62645,62.64,-45.01
4,B6.17,C57BL/6J,C57BL/6J_4,16/09/2012,F,8,5.5,59,0.0126,12.6,74420,74.42,-47.74
4,B6.18,C57BL/6J,C57BL/6J_4,16/09/2012,M,8,5.6,51,0.0123,12.3,70524,70.52,-47.74
4,B6.19,C57BL/6J,C57BL/6J_4,16/09/2012,M,8,4.6,62,0.0129,12.9,63745,63.75,-40.62
4,B6.20,C57BL/6J,C57BL/6J_4,16/09/2012,F,8,4.8,184,0.0126,12.6,60701,60.7,-42.51
4,B6.21,C57BL/6J,C57BL/6J_4,16/09/2012,M,8,5.2,131,0.0126,12.6,69218,69.22,-44.66
4,B6.22,C57BL/6J,C57BL/6J_4,16/09/2012,M,8,5,104,0.011,11,61485,61.48,-44.98
5,B6.23,C57BL/6J,C57BL/6J_5,05/02/2013,F,8,5.5,46,0.0165,16.5,78593,78.59,-57.11
5,B6.24,C57BL/6J,C57BL/6J_5,05/02/2013,F,8,4.7,30,0.0121,12.1,59027,59.03,-53.73
5,B6.25,C57BL/6J,C57BL/6J_5,05/02/2013,F,8,5,42,0.0162,16.2,70719,70.72,-49.96
5,B6.26,C57BL/6J,C57BL/6J_5,05/02/2013,F,8,5,174,0.0174,17.4,73439,73.44,-54.95
